iter	Logloss
159	0.1981482505
160	0.1979496911
161	0.1978906961
162	0.1978476324
163	0.197779443
164	0.1977352791
165	0.1976786196
166	0.1976259378
167	0.1975706793
168	0.1974971885
169	0.1974536966
170	0.1974170765
171	0.1972378615
172	0.1971788685
173	0.1971608809
174	0.1970073649
175	0.1968993111
176	0.196870937
177	0.1968181808
178	0.196773731
179	0.1967429122
180	0.1966475076
181	0.1966161398
182	0.1965660863
183	0.1965144423
184	0.1963870967
185	0.1963619731
186	0.1963334806
187	0.1962766347
188	0.1962099108
189	0.1961740457
190	0.1961307352
191	0.19609225
192	0.1960429951
193	0.1959604718
194	0.1959303702
195	0.1958997759
196	0.1957814418
197	0.1957024043
198	0.1956634052
199	0.1955894923
200	0.1955509211
201	0.1955371053
202	0.1955028028
203	0.1954634049
204	0.1953589549
205	0.1953322772
206	0.1951561016
207	0.1949898611
208	0.1949537273
209	0.1949236425
210	0.1947553403
211	0.1947087716
212	0.1946824408
213	0.1945855539
214	0.1945568964
215	0.194517139
216	0.1944801868
217	0.1944381692
218	0.1943672144
219	0.1943279732
220	0.1942468103
221	0.1940813479
222	0.1940091829
223	0.1939456796
224	0.1938728309
225	0.1938009384
226	0.1937720426
227	0.1937312251
228	0.1936957353
229	0.1936690267
230	0.1936294382
231	0.1936001874
232	0.1934588031
233	0.1934451626
234	0.1934135545
235	0.1933932664
236	0.1933391252
237	0.1933093613
238	0.1932697785
239	0.1931751206
240	0.1931242702
241	0.1931175283
242	0.1930977202
243	0.1930857892
244	0.1930647779
245	0.1930259794
246	0.192992934
247	0.192949732
248	0.1929049388
249	0.1928568759
250	0.1927440846
251	0.192705555
252	0.1926822496
253	0.1926507331
254	0.1925390211
255	0.19250833
256	0.192438483
257	0.1923626973
258	0.1923411778
259	0.1923169341
260	0.1922426174
261	0.1922066699
262	0.1921073676
263	0.1920686327
264	0.1920526719
265	0.192030131
266	0.1919084571
267	0.191858339
268	0.1918327853
269	0.1917864174
270	0.1917351999
271	0.1917129199
272	0.1916239961
273	0.1916148013
274	0.1915722395
275	0.1915500034
276	0.1914334967
277	0.191344274
278	0.1912438854
279	0.1912043843
280	0.1911983183
281	0.1911177722
282	0.191090312
283	0.1909437267
284	0.1909148758
285	0.1907545994
286	0.1906632201
287	0.1905805151
288	0.1905626892
289	0.1905356014
290	0.1904969523
291	0.190478776
292	0.1904410769
293	0.1904233355
294	0.1903466235
295	0.1902442314
296	0.1902284016
297	0.1901969232
298	0.1901666189
299	0.190081184
300	0.1899948387
301	0.1899834836
302	0.1898620587
303	0.189751677
304	0.1896877864
305	0.1896599723
306	0.1896359729
307	0.1896106506
308	0.1895927663
309	0.1895696937
310	0.1895325931
311	0.189513981
312	0.189504952
313	0.1894734797
314	0.189441281
315	0.1893869825
316	0.189354662
317	0.1893469953
318	0.1892889547
319	0.1891366593
320	0.1891061915
321	0.1890790896
322	0.1890424263
323	0.1890140548
324	0.188998775
325	0.1889077762
326	0.1888755264
327	0.1888224158
328	0.1887911841
329	0.1886387022
330	0.188574375
331	0.1885478443
332	0.1885078911
333	0.1884704775
334	0.1884411786
335	0.1883675095
336	0.1882777689
337	0.188247907
338	0.1882181464
339	0.1881980108
340	0.188136967
341	0.1880968429
342	0.1880435272
343	0.1880353343
344	0.1879775389
345	0.1879495192
346	0.1879079134
347	0.1878812231
348	0.1878082109
349	0.1877754374
350	0.1877168678
351	0.187713051
352	0.1877113665
353	0.1876885963
354	0.1876069898
355	0.1875701821
356	0.1875161062
357	0.1874899736
358	0.1874591758
359	0.187427852
360	0.1873516635
361	0.187302297
362	0.1872813138
363	0.1872596743
364	0.1871907767
365	0.1871508731
366	0.18712803
367	0.1871067073
368	0.1870782292
369	0.187046031
370	0.1870192401
371	0.1869892292
372	0.1869645899
373	0.1869415576
374	0.1869196913
375	0.1868977047
376	0.1868660798
377	0.1868425086
378	0.1867854547
379	0.1867833512
380	0.1867809424
381	0.1867587264
382	0.1867300996
383	0.1867063032
384	0.1866665947
385	0.1866302048
386	0.1865995601
387	0.1865307325
388	0.1865287923
389	0.1864986717
390	0.1864308099
391	0.1864279493
392	0.1864051248
393	0.1863650683
394	0.1863452887
395	0.1862772395
396	0.1862262895
397	0.1862035254
398	0.1861975658
399	0.1861738958
400	0.1861475037
401	0.1861080203
402	0.1860592638
403	0.1860319639
404	0.1860030345
405	0.1859774711
406	0.1859519191
407	0.1859492834
408	0.1859471547
409	0.1858838542
410	0.1857826093
411	0.1857479273
412	0.1857176165
413	0.185665096
414	0.185608776
415	0.1855812263
416	0.185556
417	0.1855324415
418	0.1855030829
419	0.1854098999
420	0.1853055217
421	0.1852748892
422	0.1851806202
423	0.1851466026
424	0.1850907113
425	0.1850873578
426	0.1850538487
427	0.184968431
428	0.1849295609
429	0.1848978273
430	0.1848956248
431	0.1848725045
432	0.1848242435
433	0.1847877887
434	0.1847567876
435	0.1847323717
436	0.184680913
437	0.1846561662
438	0.1846540047
439	0.1846237971
440	0.1846058465
441	0.1846032911
442	0.1845583194
443	0.1844921297
444	0.1844617287
445	0.184437781
446	0.1844353182
447	0.1843527017
448	0.1843236393
449	0.184138482
450	0.1841111244
451	0.1840708702
452	0.1839061565
453	0.1839041538
454	0.1838498477
455	0.1838245433
456	0.1837734155
457	0.183742872
458	0.183712726
459	0.1835405052
460	0.1835116328
461	0.1834795232
462	0.1834581365
463	0.1832940111
464	0.1832772074
465	0.1831354432
466	0.1830846285
467	0.1830817111
468	0.1830579794
469	0.1829804682
470	0.1828267503
471	0.1827910178
472	0.1827569253
473	0.1827274232
474	0.1826993857
475	0.1826974572
476	0.1826621356
477	0.1826424813
478	0.1826157916
479	0.1825731959
480	0.1824264329
481	0.1822945917
482	0.1821763383
483	0.182055985
484	0.1820190308
485	0.181993012
486	0.1819720196
487	0.1819035193
488	0.1818016259
489	0.1816870327
490	0.1816664614
491	0.1816196905
492	0.1816169155
493	0.1815907937
494	0.181564892
495	0.1815439082
496	0.1815276096
497	0.1815164266
498	0.1815145965
499	0.1815119861
500	0.1814607579
501	0.1813619545
502	0.1813291027
503	0.1812812226
504	0.1812197671
505	0.1811710546
506	0.1811411902
507	0.1810319012
508	0.1809999356
509	0.1809756482
510	0.1809561154
511	0.1809404655
512	0.1809123491
513	0.1809106482
514	0.1808943801
515	0.180810671
516	0.1807068248
517	0.180698777
518	0.1806089991
519	0.1805526582
520	0.1805107249
521	0.1804760701
522	0.1804517749
523	0.1804329376
524	0.1804103374
525	0.1802940641
526	0.1802919928
527	0.1802734561
528	0.1802714498
529	0.1802243161
530	0.1801934552
531	0.1801704559
532	0.1801688101
533	0.1801664918
534	0.1801501704
535	0.180043132
536	0.18001267
537	0.1799218326
538	0.1799025631
539	0.1798949919
540	0.1798139404
541	0.1797448434
542	0.1797173293
543	0.179690741
544	0.1796693811
545	0.179662253
546	0.1796179278
547	0.1796160556
548	0.1796142528
549	0.1795277014
550	0.179502981
551	0.1794754373
552	0.1794454576
553	0.1794386728
554	0.1794365361
555	0.1794066445
556	0.1794021674
557	0.1793811464
558	0.1793531947
559	0.1793117504
560	0.1792176657
561	0.1791913883
562	0.1791576421
563	0.1791401094
564	0.1791294332
565	0.1791147465
566	0.1790240444
567	0.1790183456
568	0.1789895136
569	0.1789735311
570	0.1789492456
571	0.1789464311
572	0.1788717697
573	0.1788701258
574	0.1787942883
575	0.178763366
576	0.178726976
577	0.1787049912
578	0.1786834534
579	0.178681829
580	0.1786777569
581	0.1785911286
582	0.1785566947
583	0.1785088389
584	0.1785072265
585	0.1784785429
586	0.178476628
587	0.1784751348
588	0.1784538383
589	0.1784276401
590	0.1783479114
591	0.1782691677
592	0.1782383927
593	0.1782148644
594	0.1781768321
595	0.1781750503
596	0.1781598184
597	0.1781347652
598	0.1781040867
599	0.1780313671
600	0.1779853216
601	0.1779197267
602	0.1778983026
603	0.1778651893
604	0.1778438227
605	0.1778301147
606	0.1778286247
607	0.1778274119
608	0.1777615221
609	0.1777367467
610	0.1777350197
611	0.1777110263
612	0.1776926674
613	0.1776914917
614	0.1776227492
615	0.1776134477
616	0.1775940408
617	0.1775741494
618	0.1775634511
619	0.1775451232
620	0.1775207642
621	0.1774547975
622	0.1774197151
623	0.1773945552
624	0.1773349043
625	0.1773056757
626	0.1772745528
627	0.1772729031
628	0.1772539552
629	0.1772411191
630	0.1772400136
631	0.1771803859
632	0.177120797
633	0.1770973619
634	0.1770957731
635	0.1770726182
636	0.1770459435
637	0.1770305654
638	0.1769697645
639	0.1769502692
640	0.1768970261
641	0.1768696179
642	0.176831881
643	0.1768308299
644	0.1768087634
645	0.176786261
646	0.1767741105
647	0.1767729262
648	0.176762064
649	0.1767408087
650	0.176675889
651	0.1766482397
652	0.1766246223
653	0.1766046223
654	0.1765927948
655	0.1765697989
656	0.1765229612
657	0.1764717826
658	0.1764518903
659	0.1764331035
660	0.1763792482
661	0.1763596515
662	0.1763335091
663	0.1762981725
664	0.1762496569
665	0.1762323551
666	0.1762203455
667	0.1761980727
668	0.1761814625
669	0.176180468
670	0.1761671625
671	0.1761560802
672	0.1761510853
673	0.1761154197
674	0.1760696207
675	0.1760405681
676	0.1760189393
677	0.1760179631
678	0.1759758195
679	0.1759616731
680	0.1759235464
681	0.1758986409
682	0.1758821908
683	0.1758612727
684	0.1758603237
685	0.1758178499
686	0.1758011169
687	0.175775423
688	0.1757643762
689	0.1757441916
690	0.1757031945
691	0.1756876885
692	0.1756501105
693	0.1756295146
694	0.1756129556
695	0.1756118906
696	0.1755793299
697	0.175556969
698	0.1755458054
699	0.1755301593
700	0.1755119616
701	0.1754956968
702	0.1754567793
703	0.175414702
704	0.1753744036
705	0.1753604003
706	0.1753446874
707	0.1753030471
708	0.1752803963
709	0.1752646438
710	0.1752148293
711	0.1751543358
712	0.1751532924
713	0.1751350095
714	0.1750989618
715	0.1750642741
716	0.1750494818
717	0.1750069494
718	0.1749779033
719	0.1749572351
720	0.1749461165
721	0.1749337797
722	0.1749166366
723	0.1749156521
724	0.1749148118
725	0.1749074576
726	0.1748712223
727	0.1748316672
728	0.1748163366
729	0.1747922443
730	0.1747805971
731	0.1747653061
732	0.1747356132
733	0.1747012938
734	0.1746852785
735	0.1746591571
736	0.174614948
737	0.1745898107
738	0.1745685737
739	0.1745434034
740	0.1745175492
741	0.1744983936
742	0.174483558
743	0.1744711984
744	0.1744591498
745	0.1744127518
746	0.1743563835
747	0.1743194907
748	0.1742957991
749	0.1742545317
750	0.1742345037
751	0.1742232436
752	0.1741551074
753	0.1741352722
754	0.1741203637
755	0.1740898611
756	0.1740688456
757	0.1740570195
758	0.1740253226
759	0.1740065724
760	0.1739696872
761	0.1739403857
762	0.1739278203
763	0.1738764462
764	0.1738349502
765	0.1738091404
766	0.1737853543
767	0.1737416226
768	0.1737289128
769	0.1737149818
770	0.1737139867
771	0.1736816567
772	0.1736521052
773	0.1736305138
774	0.1736040968
775	0.1735937833
776	0.1735564735
777	0.1735335999
778	0.1735176805
779	0.1735167202
780	0.1735155336
781	0.1734920671
782	0.1734813665
783	0.1734582587
784	0.1734514493
785	0.1734371339
786	0.1734155532
787	0.1733891791
788	0.1733454075
789	0.1733365984
790	0.1733249305
791	0.1732650647
792	0.173246762
793	0.1732283218
794	0.1732074922
795	0.1731833743
796	0.1731697392
797	0.1731420696
798	0.1731412996
799	0.1731241028
800	0.1730937074
801	0.1730926062
802	0.1730802259
803	0.1730540483
804	0.1730328912
805	0.1730226346
806	0.1730093773
807	0.1729859586
808	0.1729608771
809	0.1729601674
810	0.1729284745
811	0.1729022225
812	0.1728809169
813	0.1728455515
814	0.1728199932
815	0.1728119445
816	0.1727740095
817	0.1727490823
818	0.1727316397
819	0.1727075059
820	0.1726847102
821	0.1726662053
822	0.1726444704
823	0.1726143827
824	0.1725892482
825	0.1725741361
826	0.1725539175
827	0.1725410609
828	0.1725246362
829	0.1725081063
830	0.1725072756
831	0.1724799361
832	0.1724559435
833	0.172446134
834	0.1724454539
835	0.1724209906
836	0.1724042625
837	0.1723844828
838	0.1723762918
839	0.1723535932
840	0.1723337043
841	0.1723220654
842	0.1723210794
843	0.1723043406
844	0.1722947283
845	0.1722940909
846	0.1722746812
847	0.1722561963
848	0.1722390465
849	0.1722160075
850	0.1721968215
851	0.1721724633
852	0.172142411
853	0.172121031
854	0.1720880178
855	0.1720653796
856	0.1720472058
857	0.1720334014
858	0.1720156508
859	0.1720016713
860	0.1719772531
861	0.1719652985
862	0.1719449095
863	0.1719363815
864	0.1719139767
865	0.1718934796
866	0.1718626168
867	0.171837599
868	0.1717982707
869	0.1717829112
870	0.1717540599
871	0.1717335046
872	0.1717205043
873	0.1716917375
874	0.1716440362
875	0.1716223003
876	0.1715901355
877	0.1715700021
878	0.1715693447
879	0.1715687268
880	0.1715291171
881	0.1715071522
882	0.1714898196
883	0.1714678831
884	0.1714579058
885	0.1714466335
886	0.171423658
887	0.1714009187
888	0.1713884592
889	0.1713658521
890	0.171331604
891	0.1713129773
892	0.1712704472
893	0.171251255
894	0.1712281358
895	0.1711994747
896	0.1711865647
897	0.1711658799
898	0.1711358421
899	0.1711088865
900	0.1710825061
901	0.1710613552
902	0.1710374472
903	0.1710165859
904	0.1709955882
905	0.1709636335
906	0.1709212806
907	0.1709121422
908	0.1708756234
909	0.1708634268
910	0.1708385551
911	0.1708352693
912	0.1708234792
913	0.1708130694
914	0.1707875782
915	0.1707670606
916	0.1707277116
917	0.1707187103
918	0.1707055273
919	0.1706796696
920	0.1706570204
921	0.1706426278
922	0.1706217579
923	0.1705945494
924	0.1705937665
925	0.1705727402
926	0.1705355402
927	0.1705347582
928	0.1705270003
929	0.1705082848
930	0.1704921087
931	0.170491371
932	0.1704654974
933	0.1704392174
934	0.1704050583
935	0.1703920697
936	0.1703748925
937	0.170349048
938	0.1703415741
939	0.1703273316
940	0.1703139315
941	0.1703050782
942	0.1702812067
943	0.170251251
944	0.1702298762
945	0.1702261529
946	0.1702026959
947	0.1701832344
948	0.1701670385
949	0.1701467013
950	0.1701350939
951	0.1701137045
952	0.1701129881
953	0.1700934505
954	0.1700792524
955	0.1700765205
956	0.1700545964
957	0.1700465351
958	0.1700258391
959	0.1699965661
960	0.1699848728
961	0.1699691582
962	0.1699301894
963	0.169907574
964	0.1698880216
965	0.1698698793
966	0.1698588359
967	0.1698439975
968	0.1698186733
969	0.169802287
970	0.1697914174
971	0.1697906838
972	0.1697727108
973	0.1697520825
974	0.1697441664
975	0.1697162825
976	0.1696910814
977	0.1696738421
978	0.1696692619
979	0.1696499687
980	0.169619498
981	0.1695961034
982	0.1695789757
983	0.1695667747
984	0.1695534307
985	0.1695527166
986	0.1695331277
987	0.1695286538
988	0.1695081111
989	0.1694988973
990	0.1694761515
991	0.1694569849
992	0.1694366252
993	0.1694163517
994	0.1694018741
995	0.169371026
996	0.1693543007
997	0.1693365784
998	0.1693325436
999	0.1693095943
